collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2009-04-30,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Hospital of Alabama,ANBL00B1,2
2005-12-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kosair Children's Hospital,ASCT0431,1
2005-06-29,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,East Tennessee Childrens Hospital,AALL03B1,1
2005-05-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Covenant Children's Hospital,ACNS02B3,1
2013-04-26,DNA,Frozen,Not Specified,Not Specified,Therapeutic Relapse,British Columbia Children's Hospital,ABTR01B1,2
2014-03-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lady Cilento Children's Hospital,AALL08B1,1
2012-08-10,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Massachusetts Medical School,AALL0932,1
2007-06-28,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Loma Linda University Medical Center,AALL0232,1
2011-09-22,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kapiolani Medical Center for Women and Children,AALL0434,1
2006-08-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Childrens Hospital-King's Daughters,AALL0331,1
2007-12-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Seattle Children's Hospital,AALL03B1,4
2008-03-13,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Hackensack University Medical Center,AREN03B2,2
2004-10-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Philadelphia,AALL0232,1
2005-05-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Childrens Hospital-King's Daughters,ANBL00B1,11
2010-09-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,UCSF Medical Center-Mission Bay,AALL08B1,1
2011-04-04,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital Central California,ANBL0032,6
1996-04-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Riley Hospital for Children,CCG-B944,2
2015-04-08,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,AHOD04B1,1
2009-06-19,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,New York Medical College,AALL0232,1
2009-10-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Baylor College of Medicine,AALL03B1,1
2014-07-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Mississippi Medical Center,AALL08B1,1
2012-08-02,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Dana-Farber Cancer Institute,ANBL00B1,1
2013-11-08,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,AREN03B2,1
2014-10-30,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Princess Margaret Hospital for Children,AALL1131,1
2010-03-23,Plasma,Frozen,Blood,Not Specified,Other/Not Specified,Saint Vincent Hospital and Health Services,AOST06B1,5
2012-04-20,DNA,Frozen,Not Specified,Not Specified,On Therapy,Wayne State University/Karmanos Cancer Institute,AALL0434,1
2010-10-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Hackensack University Medical Center,AEWS07B1,36
2009-10-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Philadelphia,AALL0331,18
2010-02-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Los Angeles,AALL03B1,1
2010-09-29,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Oklahoma Health Sciences Center,ANBL0032,2
2007-05-03,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's National Medical Center,AALL0331,1
2012-06-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,The University of Arizona Medical Center-University Campus,AEWS1031,2
2015-01-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Morristown Memorial Hospital,AALL08B1,1
2005-03-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Oklahoma Health Sciences Center,AEWS02B1,10
2004-11-16,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Helen DeVos Children's Hospital at Spectrum Health,AALL0232,1
2012-10-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Cook Children's Medical Center,AALL08B1,2
2013-01-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,MedStar Georgetown University Hospital,AALL08B1,3
2014-09-05,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Southern California Permanente Medical Group,AALL08B1,1
2003-10-08,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,On Therapy,Cleveland Clinic Foundation,CCG-B947,3
2007-04-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Medical University of South Carolina,AALL0434,15
2012-05-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Lurie Children's Hospital-Chicago,ANBL00B1,15
2010-07-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Mattel Children's Hospital UCLA,AEWS07B1,22
2015-04-02,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Seattle Children's Hospital,AALL08B1,2
2010-04-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,ASCT0431,1
2012-03-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AALL08B1,6
2009-05-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cook Children's Medical Center,ACNS02B3,1
2013-09-18,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cardinal Glennon Children's Medical Center,ANBL00B1,11
2007-02-23,***,***,Bone Marrow,***,Pre-Therapy,Saint Christopher's Hospital for Children,AALL0331,1
1995-09-05,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital and Research Center at Oakland,CCG-3881,1
2011-05-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,ANBL00B1,22
2010-12-17,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Texas Southwestern Medical Center,AALL03B1,1
2013-06-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Iowa/Holden Comprehensive Cancer Center,AALL1131,2
2012-10-19,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Riley Hospital for Children,AALL08B1,2
2006-02-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL0331,1
2006-01-20,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL06N1,2
2008-02-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,New York University Langone Medical Center,AALL0331,5
2009-01-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Phoenix Childrens Hospital,AALL03B1,4
2008-04-09,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital Colorado,AALL0331,1
2011-05-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Newark Beth Israel Medical Center,AALL03B1,2
2008-03-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Cook Children's Medical Center,AALL03B1,7
1998-01-10,Whole Blood,None,Blood,Non-Malignant,Other/Not Specified,Swiss Pediatric Oncology Group - Lausanne,POG-9047,2
2008-07-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Texas Southwestern Medical Center,ANBL00B1,6
2009-09-21,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Cook Children's Medical Center,ACNS0331,3
2003-08-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Texas Tech University Health Science Center-Amarillo,CCG-1991,3
2006-04-17,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Novant Health Presbyterian Medical Center,AALL0331,2
2010-01-22,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Beaumont Children's Hospital-Royal Oak,AOST0331,6
2011-06-01,Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,Childrens Hospital of Orange County,AREN03B2,1
2011-06-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AALL0932,2
2010-02-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Childrens Hospital-King's Daughters,ANBL00B1,18
2008-11-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,ABTR06C1,2
2011-04-18,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Starship Children's Hospital,AREN03B2,2
2013-02-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Royal Children's Hospital,AALL0932,19
2007-09-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Oklahoma Health Sciences Center,AREN03B2,24
2009-12-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Georgia Regents University Medical Center,AOST0331,38
2009-06-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,BI-LO Charities Children's Cancer Center,ANBL0032,63
2001-02-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Lurie Children's Hospital-Chicago,ANBL00B1,20
2007-10-24,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Nebraska Medical Center,ARST0431,1
1996-03-04,Whole Bone Marrow,None,Bone Marrow,Not Specified,Other/Not Specified,Allan Blair Cancer Centre,CCG-B903,1
2005-05-04,DNA,Frozen,Not Specified,Not Specified,Therapeutic Relapse,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL02P2,1
2015-02-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kaiser Permanente-Oakland,AALL08B1,1
2011-07-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Floating Hospital for Children at Tufts Medical Center,AREN03B2,25
2010-04-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Golisano Children's Hospital of Southwest Florida,ANBL00B1,5
2007-10-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Cincinnati Children's Hospital Medical Center,AALL0434,1
2009-03-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Hospital for Sick Children,AALL0622,1
2007-09-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Iowa/Holden Comprehensive Cancer Center,AALL0232,20
2013-03-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AALL08B1,8
2008-01-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Alabama,AOST0331,2
2011-11-08,Serum,Frozen,Blood,Not Specified,Post-Therapy,Childrens Hospital of Orange County,AHOD04B1,3
2009-07-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Rainbow Babies and Childrens Hospital,AALL03B1,2
2014-02-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Covenant Children's Hospital,AALL0932,8
2001-09-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Marshfield Clinic,ANBL00B1,1
2007-08-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,City of Hope Comprehensive Cancer Center,ANBL0032,12
2006-12-08,Cell Slide,Fixed-Other,Bone Marrow,Not Specified,Other/Not Specified,Riley Hospital for Children,AAML0531,2
2006-07-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CancerCare Manitoba,ANBL00B1,7
2007-12-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Kansas Cancer Center,AALL03B1,1
2010-12-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AALL0434,10
2013-02-15,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Hospital for Sick Children,ANBL00B1,1
2013-08-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Riley Hospital for Children,AREN03B2,5
2011-04-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Rady Children's Hospital - San Diego,AALL08B1,2
2010-12-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Memorial University Medical Center,AALL0932,1
2011-02-14,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital Los Angeles,ACNS02B3,1
2013-03-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Baylor College of Medicine,AALL08B1,2
2010-05-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Texas Tech University Health Science Center-Amarillo,AALL0232,1
2014-12-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Seattle Children's Hospital,AALL08B1,3
2008-06-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Phoenix Childrens Hospital,ACNS0221,10
2008-03-31,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital and Medical Center of Omaha,AALL03B1,2
2013-01-28,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Nationwide Children's Hospital,AALL0932,2
2003-04-04,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kosair Children's Hospital,CCG-B947,5
2010-04-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,Memorial University Medical Center,ASCT0431,10
2010-12-07,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AREN03B2,2
2004-07-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Royal Children's Hospital,P9641,11
2012-12-11,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,MedStar Georgetown University Hospital,AALL1131,1
2009-04-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Primary Children's Hospital,AALL03B1,3
2012-03-27,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Sanford Medical Center-Fargo,AALL1131,2
2010-04-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Arnold Palmer Hospital for Children,AALL0331,4
2007-08-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Nemours Children's Hospital,AALL03B1,1
2014-09-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL08B1,6
2010-12-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Alabama,AALL0932,2
1999-06-23,Tissue,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Princess Margaret Hospital for Children,CCG-B947,3
2010-10-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AALL0932,1
2006-06-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,All Children's Hospital,AALL0331,1
2010-07-14,Tissue,Fixed-Formalin,Other,Malignant,Pre-Therapy,British Columbia Children's Hospital,ANBL0532,1
2012-12-04,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Children's Hospital Colorado,AREN03B2,2
2011-12-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Mount Sinai Medical Center,AALL08B1,12
2011-06-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Oregon Health and Science University,AALL03B1,7
2009-04-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Alfred I duPont Hospital for Children,AALL03B1,1
2012-04-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,AEWS1031,2
2012-12-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,AALL0932,19
2014-01-06,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,ANBL12P1,3
2012-09-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AALL0434,1
2008-10-30,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,ARST0332,1
2007-02-19,***,***,Not Specified,***,Pre-Therapy,Swiss Pediatric Oncology Group - Geneva,AALL0331,1
2008-12-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Seattle Children's Hospital,D9902,1
2013-04-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of New Mexico,AALL08B1,1
2004-02-25,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Mayo Clinic,AEWS02B1,3
2015-03-04,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Alberta Hospital,AALL0932,2
2011-06-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,University of Kentucky/Markey Cancer Center,AALL05B1,3
1998-10-12,Tissue,Frozen,Other,Malignant,Other/Not Specified,Nemours Children's Clinic-Jacksonville,A3961,1
2012-05-01,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's National Medical Center,ANBL00B1,1
2005-08-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Dayton Children's Hospital,AALL03B1,1
2007-11-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Inova Fairfax Hospital,AALL0331,3
2010-05-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Illinois,AOST06B1,68
2012-06-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Illinois,AEWS07B1,32
2014-10-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,East  Carolina University,AALL0932,2
2004-12-17,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Carilion Clinic Children's Hospital,AEWS0031,5
2011-05-17,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Hackensack University Medical Center,AALL08B1,1
2014-07-30,RNA,Frozen,Not Specified,Not Specified,On Therapy,Scott and White Memorial Hospital,AALL08B1,1
2012-03-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Childrens Hospital of Orange County,AALL0932,1
2014-06-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Rainbow Babies and Childrens Hospital,AALL1131,1
2008-01-03,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Seattle Children's Hospital,AALL03B1,1
2007-01-11,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Carolinas Medical Center,AALL03B1,1
2012-12-19,Tissue Slide,Fixed-Formalin,Not Specified,Metastatic,Therapeutic Relapse,Miller Children's and Women's Hospital Long Beach,AOST06B1,1
2013-05-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Texas Health Science Center at San Antonio,AALL08B1,14
2014-11-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Primary Children's Hospital,AALL08B1,1
2000-07-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Janeway Child Health Centre,CCG-B947,21
2008-12-01,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Dell Children's Medical Center of Central Texas,AALL03B1,2
2009-09-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Arkansas Children's Hospital,AALL0331,1
2014-09-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Philadelphia,AALL08B1,1
2002-02-25,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,Other/Not Specified,Midwest Children's Cancer Center,D9902,1
2014-12-09,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Riley Hospital for Children,AALL0932,2
2010-06-10,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Memorial University Medical Center,ANBL00B1,3
2008-04-02,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Wisconsin Hospital and Clinics,ARST0332,1
2005-11-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Vanderbilt-Ingram Cancer Center,AALL0331,2
2012-03-20,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Royal Children's Hospital,AREN03B2,1
2013-11-25,Tissue,Frozen,Not Specified,Metastatic,Pre-Therapy,British Columbia Children's Hospital,ANBL00B1,1
2014-01-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Washington University School of Medicine,AALL08B1,4
2000-10-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Loma Linda University Medical Center,CCG-1991,1
2014-06-11,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Dana-Farber Cancer Institute,AREN03B2,3
2006-02-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Vanderbilt-Ingram Cancer Center,AALL0232,10
2014-08-01,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,Loma Linda University Medical Center,ANBL12P1,2
2008-12-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL0331,1
2010-03-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Dell Children's Medical Center of Central Texas,AALL0232,1
2003-06-25,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Riley Hospital for Children,CCG-B947,1
2007-02-19,Serum,Frozen,Blood,Not Specified,On Therapy,Virginia Commonwealth University/Massey Cancer Center,AHOD0031,3
2013-09-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital Colorado,D9902,13
2011-05-04,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Dell Children's Medical Center of Central Texas,AREN03B2,1
2010-01-19,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,The Steven and Alexandra Cohen Children's Medical Center of New York,AAML0531,4
2004-04-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rady Children's Hospital - San Diego,ANBL0032,1
2014-04-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Alberta Children's Hospital,AALL0932,1
2014-06-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Loma Linda University Medical Center,AALL1131,19
2007-01-09,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,D9902,1
2003-10-10,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,CCG-B947,9
2011-08-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Texas Tech University Health Science Center-Amarillo,ABTR04B1,44
2013-03-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Children's Hospital of Philadelphia,D9902,5
2013-10-07,Cell Slide,None,Not Specified,Metastatic,Pre-Therapy,Rhode Island Hospital,ANBL0032,6
2007-02-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,ABTR01B1,2
2011-05-26,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Midwest Children's Cancer Center,ACNS02B3,4
2012-01-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Cook Children's Medical Center,AALL0932,3
2013-11-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Baylor College of Medicine,AALL08B1,1
2013-10-04,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lehigh Valley Hospital - Muhlenberg,AALL0932,2
2008-03-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint Vincent Hospital,AALL03B1,19
2007-11-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Kaiser Permanente-Oakland,AREN03B2,2
2010-02-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kosair Children's Hospital,AALL03B1,1
2007-07-31,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Southern California Permanente Medical Group,AALL0331,1
2012-09-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Royal Children's Hospital,AALL0932,2
2008-08-29,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Centre Hospitalier Universitaire Sainte-Justine,ANBL00B1,2
2012-06-27,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Children's Hospital of Alabama,AREN03B2,1
2015-01-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of New Mexico,AALL08B1,6
2013-10-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cook Children's Medical Center,AALL0932,3
2010-06-03,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,ANBL0532,1
2011-02-24,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,East Tennessee Childrens Hospital,AREN03B2,1
2003-10-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Dayton Children's Hospital,CCG-1991,3
1998-09-20,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,The Steven and Alexandra Cohen Children's Medical Center of New York,CCG-B947,1
2014-02-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,UCSF Medical Center-Mission Bay,AALL0932,8
2015-01-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Starship Children's Hospital,AALL0932,2
2007-10-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Starship Children's Hospital,AALL0331,1
2013-04-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Central California,AALL08B1,9
2005-01-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,ACNS02B3,1
2006-01-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,ANBL0032,17
