collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2007-04-17,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dana-Farber Cancer Institute,ANBL00B1,11
2007-12-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Loma Linda University Medical Center,AGCT0132,2
2013-05-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Florida,AALL08B1,1
2010-12-30,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Kosair Children's Hospital,ANBL00B1,6
2011-10-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lady Cilento Children's Hospital,AALL0932,6
2012-10-09,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL08B1,3
2011-12-02,Tissue,Frozen,Not Specified,Malignant,On Therapy,Nationwide Children's Hospital,AREN03B2,2
2011-04-13,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL0932,2
2014-02-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,AALL08B1,1
2005-03-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,ANBL00B1,10
2009-12-24,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Rhode Island Hospital,ANBL00B1,5
2009-01-20,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Miami Children's Hospital,ACNS02B3,1
2015-01-14,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Saint Christopher's Hospital for Children,AOST06B1,5
2014-02-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Pre-Therapy,Cleveland Clinic Foundation,D9902,1
2012-02-15,Tissue,Frozen,Not Specified,Non-Malignant,Pre-Therapy,C S Mott Children's Hospital,AREN03B2,1
2009-10-05,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Miller Children's and Women's Hospital Long Beach,AALL0331,8
2013-01-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Newark Beth Israel Medical Center,AALL08B1,2
2006-09-13,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Golisano Children's Hospital of Southwest Florida,AALL03B1,1
2010-07-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Hospital for Sick Children,AREN03B2,2
2014-04-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Chicago Comprehensive Cancer Center,AREN03B2,5
2005-07-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rady Children's Hospital - San Diego,ANBL00B1,12
2012-09-19,Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,Kaiser Permanente-Oakland,AEWS1031,23
2012-10-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,C S Mott Children's Hospital,AALL1131,7
2006-07-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL03B1,7
2003-05-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kosair Children's Hospital,AEWS0031,4
2007-09-10,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cook Children's Medical Center,ADVL1221,1
2012-03-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Arnold Palmer Hospital for Children,AALL0932,4
2013-10-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Saint Mary's Hospital,AALL08B1,1
2012-05-16,Whole Blood,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Princess Margaret Hospital for Children,D9902,1
2014-07-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,MedStar Georgetown University Hospital,AALL08B1,4
2012-12-03,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Carolinas Medical Center,AREN03B2,2
2009-10-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital New Orleans,AALL0331,1
2007-08-03,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,University of California Davis Comprehensive Cancer Center,AALL03B1,1
2001-11-16,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Helen DeVos Children's Hospital at Spectrum Health,CCG-B947,2
2010-05-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Loma Linda University Medical Center,AALL03B1,1
2005-05-11,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital Medical Center of Akron,AALL03B1,1
2007-04-24,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Newark Beth Israel Medical Center,AALL03B1,1
1999-07-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Columbia University Medical Center,CCG-B947,1
2010-05-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AALL0232,5
2008-08-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL0232,2
2014-10-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Princess Margaret Hospital for Children,ANBL00B1,7
2006-08-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Memorial University Medical Center,ACNS0331,21
2000-09-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,CCG-B947,1
2008-01-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Miller Children's and Women's Hospital Long Beach,AOST0331,4
2006-08-03,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kosair Children's Hospital,AALL03B1,1
1997-11-06,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dayton Children's Hospital,CCG-B947,2
2008-09-04,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital and Research Center at Oakland,ANBL00B1,22
2013-01-02,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,Floating Hospital for Children at Tufts Medical Center,AAML1031,4
2012-12-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL08B1,2
2014-02-21,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Primary Children's Hospital,AREN03B2,1
2012-10-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Texas Health Science Center at San Antonio,AOST06B1,30
2005-09-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,The Montreal Children's Hospital of the MUHC,AALL0232,2
2007-11-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,AGCT0132,40
2008-01-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Miller Children's and Women's Hospital Long Beach,AALL03B1,1
2013-09-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Medical University of South Carolina,AALL0932,2
2001-02-09,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Mary's Hospital,P9851,1
2014-06-11,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,Childrens Hospital of Orange County,ACCL1131,3
2001-05-24,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,CCG-B947,1
2011-09-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,ADVL1221,4
2005-08-03,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Nationwide Children's Hospital,AALL03B1,1
2010-06-25,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Wake Forest University Health Sciences,AOST06B1,2
2011-04-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Palmetto Health Richland,AALL08B1,2
2007-02-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,C S Mott Children's Hospital,AALL0232,1
2011-03-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Methodist Children's Hospital of South Texas,AALL08B1,2
2006-12-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AALL06N1,2
2011-05-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Seattle Children's Hospital,AALL08B1,1
2010-12-29,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cook Children's Medical Center,D9902,4
2015-03-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saskatoon Cancer Centre,AALL0932,12
2008-11-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Albany Medical Center,AALL0331,2
2012-09-17,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Novant Health Presbyterian Medical Center,AREN03B2,2
2006-11-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Eastern Ontario,AALL0331,1
2007-12-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CancerCare Manitoba,AHOD0031,18
2014-02-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Riley Hospital for Children,AEWS07B1,28
2014-08-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Medical University of South Carolina,AALL08B1,3
2007-10-24,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Nebraska Medical Center,ARST0431,1
2012-11-15,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Albany Medical Center,ACNS0822,1
2014-03-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Mayo Clinic,ACNS0831,12
2010-10-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,AOST0331,89
2006-06-19,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,All Children's Hospital,AALL0331,2
2012-02-02,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,AHOD04B1,1
2014-08-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Cincinnati Children's Hospital Medical Center,AALL0932,1
2009-08-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL0232,12
2012-01-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Specialty Center of Nevada II,AALL08B1,2
2014-11-24,Tissue,Frozen,Not Specified,Malignant,On Therapy,Children's National Medical Center,AREN03B2,1
2002-10-23,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Childrens Hospital of Orange County,AOST0121,4
2014-09-24,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The Childrens Mercy Hospital,AALL1131,1
2012-06-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Christchurch Hospital,AALL08B1,1
2011-05-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Rady Children's Hospital - San Diego,AALL0932,1
2005-11-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,C S Mott Children's Hospital,AALL0331,2
2009-12-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Pittsburgh of UPMC,AALL03B1,20
2013-05-05,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Christchurch Hospital,AALL08B1,1
2012-12-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AALL08B1,4
2005-02-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,On Therapy,Southern California Permanente Medical Group,ACNS0121,1
2006-10-24,DNA,Frozen,Other,Not Specified,Pre-Therapy,Morristown Memorial Hospital,AALL03B1,1
2013-01-17,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Virginia Commonwealth University/Massey Cancer Center,ANBL0032,2
2006-12-22,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,AEWS02B1,20
1997-03-07,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Michigan State University Clinical Center,CCG-5961,1
2012-10-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of North Carolina at Chapel Hill,ARST08P1,21
2006-06-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Wayne State University/Karmanos Cancer Institute,AALL0232,1
2003-03-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,CCG-1991,2
2008-10-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint Vincent Hospital,AALL0331,1
2010-01-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Saint Peter's University Hospital,AALL03B1,17
2012-02-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Stony Brook University Medical Center,AEWS07B1,4
2006-08-21,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Baptist Hospital of Miami,AHOD0431,3
2009-05-18,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Minnesota Medical Center-Fairview,AREN03B2,5
2013-01-22,Tissue,Frozen,Bone Marrow,Malignant,Pre-Therapy,University of North Carolina at Chapel Hill,ANBL00B1,1
2007-02-06,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Legacy Emanuel Children's Hospital,AHOD03P1,45
2011-03-11,Whole Blood,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Oregon Health and Science University,D9902,1
2012-04-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital Colorado,AREN03B2,10
2010-12-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Medical Center of Akron,AALL08B1,1
2006-07-25,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Princess Margaret Hospital for Children,AHOD0031,2
2004-03-25,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,ABTR01B1,1
2012-10-31,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Riley Hospital for Children,AOST06B1,30
2013-02-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Kosair Children's Hospital,AALL08B1,1
2010-08-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,AALL03B1,11
2005-04-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Seattle Children's Hospital,ABTR01B1,1
2009-02-04,Whole Bone Marrow,Fixed-Formalin,Not Specified,Not Specified,Other/Not Specified,Oregon Health and Science University,AAML0531,1
2014-07-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,AALL1131,12
2004-09-08,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Lady Cilento Children's Hospital,ACNS0126,1
2001-05-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Rady Children's Hospital - San Diego,POG-9906,1
2003-01-22,Tissue,Frozen,Other,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-99703,1
2002-07-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,British Columbia Children's Hospital,CCG-1991,1
2000-03-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Kosair Children's Hospital,CCG-1961,1
2009-07-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dana-Farber Cancer Institute,ANBL0032,12
2015-01-20,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AHOD04B1,1
2009-09-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Arkansas Children's Hospital,AALL03B1,14
2012-09-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,The University of Arizona Medical Center-University Campus,AALL08B1,2
2006-08-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Phoenix Childrens Hospital,AHOD0431,13
2009-06-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Hackensack University Medical Center,AALL03B1,19
2009-09-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Winthrop University Hospital,AALL03B1,7
2003-12-31,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Michigan State University Clinical Center,CCG-1991,1
2008-04-11,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL0331,9
2011-10-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,AALL0434,16
2009-11-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Oregon Health and Science University,AALL0331,14
2011-09-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Nationwide Children's Hospital,AALL08B1,4
2011-07-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AALL08B1,2
2012-08-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Oregon Health and Science University,AALL0932,2
2004-01-23,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,University of Texas Southwestern Medical Center,ANBL00B1,1
2007-07-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,AALL0331,20
2013-04-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Mary Bridge Children's Hospital and Health Center,AALL05B1,2
2012-03-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Colorado,AALL08B1,3
2006-07-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint John Hospital and Medical Center,AALL03B1,8
2014-12-19,Serum,Frozen,Blood,Not Specified,Therapeutic Relapse,Vanderbilt-Ingram Cancer Center,D9902,1
2009-05-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,CancerCare Manitoba,AALL0232,20
2010-04-22,Serum,Frozen,Blood,Not Specified,Pre-Therapy,All Children's Hospital,ANBL00B1,3
2012-12-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Children's Hospital Colorado,AHOD04B1,5
2012-04-22,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Lady Cilento Children's Hospital,AREN03B2,2
2015-02-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Roswell Park Cancer Institute,AALL0932,2
2013-04-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Specialty Center of Nevada II,AALL1131,1
2014-05-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Hospital for Sick Children,AALL08B1,2
2009-01-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL0331,4
2014-04-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL0932,1
2001-05-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Columbia University Medical Center,CCG-B947,1
2013-08-02,DNA,Frozen,Not Specified,Not Specified,On Therapy,Childrens Hospital of Orange County,AALL1131,1
2014-10-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Arnold Palmer Hospital for Children,AALL0932,2
2012-08-02,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Texas Southwestern Medical Center,AALL08B1,2
2006-03-31,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Dayton Children's Hospital,AALL0232,2
2011-01-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Kentucky/Markey Cancer Center,ARST08P1,22
2010-05-28,DNA,Frozen,Not Specified,Not Specified,On Therapy,Childrens Hospital of Orange County,AALL0331,1
2014-02-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Central California,AALL0434,4
2004-02-09,Tissue,Frozen,Bone Marrow,Malignant,Other/Not Specified,Children's National Medical Center,AALL0031,1
2011-08-30,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Rainbow Babies and Childrens Hospital,AALL0932,1
2008-02-04,Biofluid, Other,Frozen,Fluid,Not Specified,Pre-Therapy,University of Mississippi Medical Center,ANBL00P3,6
2009-10-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lady Cilento Children's Hospital,AALL0331,16
2008-04-25,Whole Bone Marrow,Fixed-Formalin,Not Specified,Not Specified,Other/Not Specified,Children's Healthcare of Atlanta - Egleston,AAML0531,1
2013-10-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Seattle Children's Hospital,ANBL12P1,6
2009-02-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Miami Children's Hospital,AALL03B1,19
2001-09-06,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Primary Children's Hospital,P9641,2
2012-08-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Oklahoma Health Sciences Center,AREN03B2,6
2014-05-23,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Miami Children's Hospital,AREN03B2,1
2011-12-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,On Therapy,Lucile Packard Children's Hospital Stanford University,AREN03B2,3
2014-08-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Wake Forest University Health Sciences,AALL08B1,1
2007-01-08,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Dayton Children's Hospital,AALL03B1,1
2008-08-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Legacy Emanuel Children's Hospital,AALL03B1,10
2012-09-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Texas Southwestern Medical Center,AALL0932,2
2012-12-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Saskatoon Cancer Centre,AALL0932,4
2009-12-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Rady Children's Hospital - San Diego,AALL05B1,1
2010-04-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Arnold Palmer Hospital for Children,AOST06B1,31
2014-06-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Chicago Comprehensive Cancer Center,AALL08B1,16
2008-08-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Princess Margaret Hospital for Children,AALL03B1,3
2002-01-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Other/Not Specified,Phoenix Childrens Hospital,ANBL00B1,2
2010-01-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Wake Forest University Health Sciences,AALL0331,1
2013-01-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Seattle Children's Hospital,AALL0932,3
2000-02-04,Tissue Slide,Fixed-Formalin,Bone Marrow,Malignant,Other/Not Specified,Childrens Hospital of Orange County,CCG-1952,3
2005-08-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Alberta Children's Hospital,ANBL0032,34
2002-05-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,CCG-B947,1
2008-04-25,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,Children's Healthcare of Atlanta - Egleston,AAML0531,5
2012-01-16,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,Alberta Children's Hospital,ANBL0032,4
2003-04-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital Central California,CCG-B961,4
2013-03-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Primary Children's Hospital,AALL1131,2
2008-07-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Alfred I duPont Hospital for Children,CCG-1991,1
2013-04-15,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,University of Florida,ACNS0333,2
2012-09-18,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Vanderbilt-Ingram Cancer Center,ANBL00B1,1
2012-07-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Los Angeles,AALL1131,5
2013-09-26,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Pre-Therapy,San Jorge Children's Hospital,AAML1031,1
2013-07-03,Tissue,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AREN03B2,2
2010-11-10,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital Colorado,AALL0932,1
2011-10-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Miami Children's Hospital,AALL08B1,1
2008-05-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL0331,2
1998-10-01,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Penn State Hershey Children's Hospital,A9961,1
2013-07-08,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital of Philadelphia,ANBL00B1,2
1999-08-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Post-Therapy,Dakota Midwest Cancer Institute,CCG-B947,3
2007-08-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Colorado,AALL03B1,1
2008-03-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Philadelphia,AALL03B1,1
2009-11-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Specialty Center of Nevada II,AALL03B1,1
2013-01-22,Whole Bone Marrow,Fixed-Formalin,Other,Metastatic,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,ANBL0032,1
2013-07-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Yale University,AALL1131,3
