specimenBiophysicalType	preservationType	fmaAnatomicSourceLocation	pathologicalStatus	diseaseStatus	CtepStudyID	CollectionProtocolStatus	ProtocolCategory	Race	SpecimenCount
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	A5971	Complete	Non-Hodgkin Lymphoma	White	3
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	18
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ACNS0122	Complete	Central Nervous System Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ACNS02B3	Active	Central Nervous System Tumors	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ACNS02B3	Active	Central Nervous System Tumors	White	7
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD0031	Complete	Hodgkin Disease	Korean	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD0031	Complete	Hodgkin Disease	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD0031	Complete	Hodgkin Disease	Unknown	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD0431	Complete	Hodgkin Disease	White	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD04B1	Closed To Accrual	Hodgkin Disease	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD04B1	Closed To Accrual	Hodgkin Disease	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD04B1	Closed To Accrual	Hodgkin Disease	Unknown	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	AHOD04B1	Closed To Accrual	Hodgkin Disease	White	13
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ANBL0032	Active	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	9
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ANHL0131	Complete	Non-Hodgkin Lymphoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	Black	8
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	White	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	White	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-5961	Complete	Non-Hodgkin Lymphoma	White	4
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B903	Complete	Unknown/Unspecified	Unknown	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	White	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Black	6
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	14
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	43
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	CCG-B973	Complete	Non-Hodgkin Lymphoma	White	5
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9502	Complete	Soft Tissue Sarcoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9502	Complete	Soft Tissue Sarcoma	White	8
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	Black	9
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	White	17
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9802	Complete	Soft Tissue Sarcoma	White	4
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	Unknown	3
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	White	11
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Black	8
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Unknown	3
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	White	21
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	White	5
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9645	Complete	Liver Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9754	Complete	Osteosarcoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9754	Complete	Osteosarcoma	Unknown	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9754	Complete	Osteosarcoma	White	16
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	Unknown	3
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	White	17
Tissue	Fixed-Formalin	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	White	3
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	ANBL0032	Active	Neuroblastoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	American Indian, Aleutian	1
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	8
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	P9641	Complete	Neuroblastoma	American Indian, Aleutian	1
Tissue	Fixed-Formalin	Other	Malignant	Post-Therapy	P9641	Complete	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	A3961	Complete	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AALL0434	Closed To Accrual	Acute Lymphoblastic Leukemia	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AALL0434	Closed To Accrual	Acute Lymphoblastic Leukemia	Chinese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AALL0434	Closed To Accrual	Acute Lymphoblastic Leukemia	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AALL0434	Closed To Accrual	Acute Lymphoblastic Leukemia	White	21
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AALL1231	Active	Acute Lymphoblastic Leukemia	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AALL1231	Active	Acute Lymphoblastic Leukemia	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AB9804	Closed To Accrual	Ewing Sarcoma	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	15
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0121	Complete	Central Nervous System Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0122	Complete	Central Nervous System Tumors	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0122	Complete	Central Nervous System Tumors	Unknown	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0122	Complete	Central Nervous System Tumors	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0232	Complete	Central Nervous System Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	Vietnamese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0333	Temporarily Closed To Accrual	Central Nervous System Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	Unknown	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AEWS0031	Complete	Ewing Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	White	3
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Other	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AGCT01P1	Complete	Germ Cell Tumor	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Black	8
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Filipino	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Korean	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Other	11
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Samoan	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Unknown	4
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	White	73
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0321	Complete	Hodgkin Disease	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0431	Complete	Hodgkin Disease	Unknown	3
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD0431	Complete	Hodgkin Disease	White	10
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Black	10
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Filipino	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Unknown	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	White	42
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	AHOD1331	Active	Hodgkin Disease	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Chinese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	6
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown/Unspecified	9
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Asian Indian, Pakistani	3
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	15
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Chinese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Korean	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other	7
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Pacific Islander, NOS	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	5
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Vietnamese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	107
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL00P3	Complete	Neuroblastoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Chinese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL1021	Complete	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANHL0131	Complete	Non-Hodgkin Lymphoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANHL0131	Complete	Non-Hodgkin Lymphoma	Chinese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANHL0131	Complete	Non-Hodgkin Lymphoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANHL01P1	Complete	Non-Hodgkin Lymphoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANHL0221	Complete	Non-Hodgkin Lymphoma	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ANHL1131	Active	Non-Hodgkin Lymphoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	White	5
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Chinese	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Unknown	7
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	White	3
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9502	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9602	Complete	Soft Tissue Sarcoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9602	Complete	Soft Tissue Sarcoma	White	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	Hmong	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	Other	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	White	3
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9803	Complete	Soft Tissue Sarcoma	Black	6
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9803	Complete	Soft Tissue Sarcoma	Other	9
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9803	Complete	Soft Tissue Sarcoma	Unknown	6
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9803	Complete	Soft Tissue Sarcoma	White	31
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Black	6
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Hmong	1
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Other	7
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Unknown	6
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	20
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	Black	2
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	White	9
Tissue	Fixed-Formalin	Other	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	A5971	Complete	Non-Hodgkin Lymphoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	ACNS02B3	Active	Central Nervous System Tumors	White	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	AEWS07B1	Active	Ewing Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	AHOD0031	Complete	Hodgkin Disease	Other	5
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	AHOD0031	Complete	Hodgkin Disease	White	9
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	AHOD0121	Complete	Hodgkin Disease	White	2
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	AHOD0431	Complete	Hodgkin Disease	White	2
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	AHOD04B1	Closed To Accrual	Hodgkin Disease	White	3
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	ARST0332	Complete	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	CCG-B947	Complete	Unknown/Unspecified	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	CCG-B947	Complete	Unknown/Unspecified	White	3
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	D9902	Active	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Formalin	Other	Malignant	Therapeutic Relapse	POG-9046	Complete	Renal Tumors	Black	1
Tissue	Fixed-Formalin	Other	Metastatic	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Post-Therapy	ANBL0032	Active	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Metastatic	Post-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	AALL08B1	Active	Acute Lymphoblastic Leukemia	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	AALL1231	Active	Acute Lymphoblastic Leukemia	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	White	2
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	White	2
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	2
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	9
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Metastatic	Therapeutic Relapse	ARST0332	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Metastatic	Therapeutic Relapse	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	2
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Black	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	2
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	11
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	D9502	Complete	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	White	2
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	White	2
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	White	2
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	AB9804	Closed To Accrual	Ewing Sarcoma	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Chinese	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	D9602	Complete	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	D9803	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Therapeutic Relapse	CCG-B947	Complete	Unknown/Unspecified	Black	1
Tissue	Fixed-Formalin	Other	Non-Malignant	Therapeutic Relapse	POG-9046	Complete	Renal Tumors	Black	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Black	2
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Chinese	2
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Unknown	6
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	37
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AE22	Complete	Epidemiology	Other	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AE22	Complete	Epidemiology	Pacific Islander, NOS	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AE22	Complete	Epidemiology	Unknown	4
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AE22	Complete	Epidemiology	White	15
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AGCT0132	Complete	Germ Cell Tumor	Black	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AGCT0132	Complete	Germ Cell Tumor	White	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	AGCT0521	Complete	Germ Cell Tumor	White	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Other	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Pacific Islander, NOS	1
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	4
Tissue	Fixed-Formalin	Ovary	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	17
Tissue	Fixed-Formalin	Ovary	Malignant	Post-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Black	10
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Chinese	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Filipino	5
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Laotian	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Other	13
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Other Asian	2
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Unknown	2
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	50
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Asian Indian, Pakistani	3
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Chinese	4
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Other	1
